Texts,Sentiment
The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,2
The company aims to maintain this trend in profitability during the current year .,2
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,2
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",2
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,2
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",2
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,2
The company will also be compensated for acting as a reserve batch plant .,2
The Group also has a strong global position in other fishing categories .,2
The Group 's cash flow from operations will be positive .,2
The mill has long traditions and holds an established position in the markets .,2
"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",2
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",2
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,2
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",2
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",2
This combined with foreign investments creates interesting opportunities for Solteq .,2
"This is Done Logistics ' largest order in Norway , the diversified group said .",2
This resulted in improved sales figures in Sweden .,2
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",2
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",2
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,2
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",2
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",2
We are now in a position to pursue novel clinical candidates going forward . '',2
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,2
`` Consumers have very well received our packed fresh meat .,2
`` Demand for sports equipment was good in 2005 .,2
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",2
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,2
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,2
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",2
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",2
`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,2
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",2
`` We 've been feeling quite positive about the region as a whole .,2
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,2
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,2
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,2
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,2
"Finnish P+Âyry has been awarded an engineering contract by CFR , the national railway company of Romania .",2
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",2
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",2
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,2
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 .,2
Deliveries have started and the network will be ready for a launch soon .,2
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",2
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",2
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",2
"Exel Composites ' long-term growth prospects remain favourable , however .",2
fi is developing cooperation in keyword advertising with Microsoft .,2
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",2
Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,2
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",2
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",2
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,2
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,2
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,2
Nordea sees a return to positive growth for the Baltic countries in 2011 .,2
Operating profit improved by 16.7 % to EUR 7.7 mn .,2
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,2
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,2
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,2
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,2
"Previously , the company anticipated its operating profit to improve over the same period .",2
Productional situation has now improved .,2
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,2
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",2
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",2
Strong growth has continued also in China .,2
Synergy benefits will start to materialise in the second quarter .,2
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,2
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",2
The ` buy ' recommendation was reiterated .,2
The aim is to achieve EUR 2.5 mn yearly savings .,2
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,2
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",2
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,2
The EPS improved to EUR0 .38 from EUR0 .27 .,2
The expansion aims to attract new customers both in Finland and abroad .,2
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,2
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",2
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",2
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,2
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",2
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,2
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",2
The stock of new machines is reasonably small and new orders bring work .,2
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,2
These companies will be able to keep their market positions .,2
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,2
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",2
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,2
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,2
Uponor improved its performance in spite of the decrease in residential construction in the US .,2
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",2
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",2
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",2
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .",2
He believes that the soy-oats have a good chance of entering the UK market .,2
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",2
"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",2
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",2
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,2
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",2
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",2
"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",2
TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,2
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",2
"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",2
This is the second successful effort for the financial investor this year .,2
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,2
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",2
"`` I 'm happy with the outcome , '' Sneed said after the hearing .",2
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",2
`` It allows the young child to move forward with his life . '',2
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",2
1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .,2
A new production line is being completed for the contract production of hormone treatments .,2
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,2
About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .,2
"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .",2
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,2
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,2
Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,2
Atria Group is a leading Scandinavian meat products group .,2
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",2
"BG AD , Bulgaria 's leading Internet company .",2
Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,2
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",2
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",2
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,2
"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .",2
"Furthermore , our fully electrically driven cranes are environmentally friendly .",2
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,2
He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,2
"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",2
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",2
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,2
"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",2
( I&H ) in a move to enhance growth .,2
"More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day .",2
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,2
"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday .",2
"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts .",2
One attractive factor about the tablets for media companies is that they provide a new way of making money .,2
One of Uponor 's promising future products is a hydronic cooling system .,2
"Our strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",2
"Overall , 50 percent of respondents were confident about their security when banking online .",2
Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,2
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,2
Ramirent is a leading company in machinery and equipment rentals for construction and industry .,2
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,2
"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",2
Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,2
Technopolis is Europe 's leading operator of technoparks .,2
The company 's strength is its Apetit brand .,2
"The competition was received with great enthusiasm by the employees , he goes on .",2
The effect of the savings will be noticeable as of the beginning of 2010 .,2
The price for logs has clearly improved from 2009 and also the price of pulpwood has gone up .,2
The shopping center will have a prime location right next to the Myllypuro metro station .,2
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,2
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,2
Through this transaction we are able to participate in developing the industry .,2
"Upgrades include a five megapixel camera , voice control , and what looks to be an optical mouse instead a D-pad -- an upgrade click-happy S60 has needed forever .",2
UPM-Kymmene is one of the world 's leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies .,2
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board .",2
"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",2
`` I warmly welcome Michael Frei to Outotec .,2
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",2
`` The CHF is a great product .,2
"`` The Intel Atom processor has had tremendous success in the marketplace since its launch over 2 years ago , '' said Pankaj Kedia , director of global ecosystem programs for Intel Corp. 's Ultra Mobility Group .",2
"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",2
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,2
A realignment of interests in the sector is clearly under way .,2
"Finnish construction company YIT Corporation is planning to build about 200 high-quality holiday homes near the Tahko ski and spa resort , in Finland .",2
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",2
"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy .",2
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",2
"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however .",2
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",2
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",2
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",2
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",2
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",2
"Renzo Piano 's building design will be a wonderful addition to London 's skyline , '' says Noud Veeger , EVP and Area Director for Central and North Europe at KONE .",2
Tekla will implement the renewal in software versions which will be introduced in spring 2011 .,2
The aim is to convert the plants into flexible manufacturers of new and technologically demanding products .,2
The annual Thesis contest is aimed to enhance the thesis quality and to strengthen the thesis culture in polytechnics .,2
The company 's advantage in pricing can be seen in the significantly lower prices offered by the new unmanned stations .,2
The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,2
"The most loyal customers were found in the Bank of +àland , with an index of 8.0 .",2
The pipeline is strong .,2
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",2
"The terms of the financing were approved by the Annual General Meeting of the Company held on June 30 , 2010 .",2
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",2
This is the first time Finnair has been awarded an agreement with the UK government .,2
UPM-Kymmene has generated four consecutive quarters of positive Free Cash Flow .,2
UPM-Kymmene has generated seventeen consecutive quarters of positive Cash Flow from Operations .,2
UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,2
"VDW combined with LXE devices enhances productivity , enabling workers to use a single device to perform voice , scanning and keyboard functions .",2
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",2
"When open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .",2
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe .,2
Finnish plumbing and heating systems supplier Uponor Corporation ( OMX Helsinki : UNR1V ) said on Tuesday ( 12 August ) that its board of directors has authorised the management to proceed with a company-wide cost reduction program .,2
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a year ago .",2
Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,2
EuroChem Head of Corporate Finance Alexander Gavrilov said : `` I am pleased that we have once again confirmed that EuroChem is able to attract long-term funds at attractive rates .,2
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .",2
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",2
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",2
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",2
"`` Following last year 's good profit development , we have entered the current year in a good position .",2
"HELSINKI (Thomson Financial)- Kemira GrowHow swung into profit in its first quarter earnings on improved sales , especially in its fertilizer business in Europe , which is normally stronger during the first quarter .",2
"Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA .",2
"For the full 2010 the company expects its net sales and operating result to improve from the previous year , saying that a positive operating result and its amount will depend on the order intake by the end of the summer .",2
It will focus on improving its profitability next year by streamlining operations .,2
"MD Henning Bahr of Stockmann Gruppen praises the trend , since the chains become stronger and their decision-making processes more clear .",2
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' .,2
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,2
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,2
"The core of Solidium 's investment strategy is proper , value enhancing asset management of the current holdings .",2
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",2
"The GeoSolutions technology will leverage Benefon 's GPS solutions by providing Location Based Search Technology , a Communities Platform , location relevant multimedia content and a new and powerful commercial model .",2
"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",2
Those will be partially offset by a 186 mln eur gain on the sale of its Celbi pulp plant in Portugal .,2
"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",2
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,2
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",2
"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",2
`` Our design team has long admired Marimekko 's vivid patterns and colors .,2
"`` Overall , we 're pleased with the startup curve ... and we 're pleased with the quality of the paper , '' Stora spokeswoman Patricia Dietz said Tuesday .",2
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',2
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",2
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",2
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion .,2
"Also , it is bringing in `` the right kind of people '' to upgrade its human resources .",2
"At the seminar , a memorandum of understanding on co-operation was signed between the Finnish Kemira Company and Vietnam National Chemical Corporation .",2
"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .",2
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,2
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .",2
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",2
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,2
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",2
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",2
President and CEO Mika Vehvil+ñinen says the positive signs are first and foremost emerging outside Finland .,2
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,2
Satama earned Data Management Solutions competency with Business Intelligence specialization recentlyvia the acquisition of Fimentor Oy .,2
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",2
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",2
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,2
The new policy was also aimed at making the companies more profitable and competitive .,2
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,2
"This location makes the mall a convenient place to shop for consumers from three large residential areas nearby : Jaroszowka , Wysockiego and Zgody .",2
"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services .",2
"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations .",2
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",2
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing .",2
15 December 2010 - Finnish-German telecoms equipment maker Nokia Siemens Networks said today it won a contract to upgrade the radio network of home-based telecommunications company Elisa Oyj HEL : ELI1V .,2
Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,2
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,2
"Vaahto Pulp & Paper , of Finnish Vaahto Group , has been awarded an order to renovate Finnish-Swedish forest industry company Stora Enso 's paperboard machine at the Ingerois Board Mill in Finland .",2
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",2
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",2
HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,2
HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,2
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",2
"However , the bottom-line result improved thanks to positive financial items .",2
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",2
"Lee & Man Paper and Metso have a long and prosperous co-operation , a good example of which are the Changshu and Hongmei kraftliner machines delivered earlier .",2
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",2
Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .,2
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",2
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",2
The policy was also aimed at making the companies more profitable and competitive .,2
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",2
"We are very pleased with the fine co-operation between the two countries in recent times , he said .",2
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",2
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",2
"According to Bosse , the present cooperation is beneficial to all parties , however .",2
`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,2
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",2
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,2
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,2
"The CL51 is designed to measure cloud base height and vertical visibility in all weather conditions , which makes it an ideal instrument for meteorological applications that rely on reliable cloud height detection .",2
- I am pleased that Bjorn Wahlroos has accepted the nomination .,2
"`` QPR 8 integrated management system is the fastest , easiest and most efficient way for organizations all around the world to take control of their human-centric business processes .",2
"`` We are delighted to welcome Elisa to our Board of Directors , '' said Garry McGuire , CEO of RMG Networks .",2
The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,2
